1	16001.0	18918.0
2	15027.0	17641.0
3	14053.0	17100.0
4	14845.25	16364.0
5	13871.25	15087.0
6	13152.25	14552.0
7	12506.0	13275.0
8	12970.0	14509.0
9	11996.0	13968.0
10	11022.0	13059.0
11	10303.0	12366.0
12	11095.25	12366.0
13	10376.25	11457.0
14	9657.25	10548.0
15	8965.0	10007.0
16	8965.0	11609.0
17	8246.0	11117.0
18	7527.0	10576.0
19	6808.0	10035.0
20	7642.75	10035.0
21	7178.75	9515.0
22	6714.75	8974.0
23	6250.75	8433.0
24	7294.5	10035.0
25	6575.5	9494.0
26	5856.5	8953.0
27	5137.5	8412.0
28	5972.25	8412.0
29	5508.25	7892.0
30	5044.25	7351.0
31	4581.0	6810.0
32	4790.0	8412.0
33	4071.0	8174.0
34	3352.0	7936.0
35	2633.0	7698.0
36	3621.5	7698.0
37	2902.5	7460.0
38	2183.5	7222.0
39	1464.5	6984.0
40	2662.0	8586.0
41	1688.0	8348.0
42	969.0	8174.0
43	250.0	7936.0
44	1238.5	7936.0
45	519.5	7698.0
46	0.0	7460.0
